player1,player2,player3,player4,player5,2FGA,2FGM,3FGA,3FGM,AG,AS,CM,CMU,D,FTA,FTM,FV,O,OF,RV,ST,TEAM,TO,seconds
"ABALDE, ALBERTO","DOORNEKAMP, AARON","GREEN, ERICK","PLEISS, TIBOR","THOMAS, WILL",9,6,2,3,1,9,4,0,8,3,6,2,3,0,6,3,PAM,3,448.0
"ABALDE, ALBERTO","DUBLJEVIC, BOJAN","MARTINEZ, RAFA","SAN EMETERIO, FERNANDO","THOMAS, WILL",8,6,4,10,3,13,6,0,11,1,3,0,2,1,7,3,PAM,4,516.0
"ABALDE, ALBERTO","DUBLJEVIC, BOJAN","MARTINEZ, RAFA","SASTRE, JOAN","THOMAS, WILL",7,8,8,5,2,8,5,0,9,0,6,1,5,0,11,2,PAM,1,530.0
"ABALDE, ALBERTO","GREEN, ERICK","PLEISS, TIBOR","SAN EMETERIO, FERNANDO","THOMAS, WILL",6,5,3,3,0,4,1,0,5,0,2,0,3,0,6,1,PAM,4,343.0
"ABALDE, ALBERTO","GREEN, ERICK","PLEISS, TIBOR","THOMAS, WILL","VAN ROSSOM, SAM",4,5,5,3,1,3,2,0,8,1,4,2,3,0,5,1,PAM,2,330.0
"ABALDE, ALBERTO","GREEN, ERICK","PLEISS, TIBOR","THOMAS, WILL","VIVES, GUILLEM",3,2,6,4,0,5,6,1,4,2,3,0,3,1,4,3,PAM,6,341.0
"ABALDE, ALBERTO","MARTINEZ, RAFA","PLEISS, TIBOR","SASTRE, JOAN","THOMAS, WILL",5,6,4,10,1,11,10,0,14,0,5,2,2,1,11,1,PAM,7,485.0
"ABALDE, ALBERTO","MARTINEZ, RAFA","PLEISS, TIBOR","THOMAS, WILL","VAN ROSSOM, SAM",4,7,4,7,0,12,5,0,8,0,5,1,5,0,3,2,PAM,4,454.0
"ABASS, AWUDU","BERTANS, DAIRIS","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH",5,4,3,2,1,3,3,0,8,3,3,1,4,0,5,1,MIL,3,307.0
"ADAMS, JOSH","BALBAY, DOGUS","DUNSTON, BRYANT","SIMON, KRUNOSLAV","STIMAC, VLADIMIR",5,4,1,4,0,3,2,0,8,1,1,2,1,0,6,0,IST,2,377.0
"ADAMS, JOSH","BROWN, DERRICK","DRAGIC, ZORAN","DUNSTON, BRYANT","SIMON, KRUNOSLAV",7,4,2,1,0,0,3,0,7,0,4,3,2,0,3,0,IST,5,328.0
"ADAMS, JOSH","DRAGIC, ZORAN","DUNSTON, BRYANT","SIMON, KRUNOSLAV","STIMAC, VLADIMIR",10,8,5,4,4,6,3,1,10,4,6,0,6,1,11,1,IST,3,412.0
"ADAMS, JOSH","DUNSTON, BRYANT","LEDO, RICKY","SIMON, KRUNOSLAV","STIMAC, VLADIMIR",23,25,19,8,5,13,11,1,23,5,9,3,15,0,18,5,IST,12,1276.0
"ADAMS, JOSH","DUNSTON, BRYANT","MOTUM, BROCK","MURIC, EDO","SIMON, KRUNOSLAV",2,5,7,4,0,7,7,0,7,0,2,1,1,0,3,3,IST,4,371.0
"AGRAVANIS, DIMITRIOS","MANTZARIS, VANGELIS","MCLEAN, JAMEL","PAPANIKOLAOU, KOSTAS","THOMPSON, HOLLIS",2,5,4,2,0,3,7,0,6,2,6,1,1,1,8,2,OLY,4,331.0
"AGRAVANIS, DIMITRIOS","MANTZARIS, VANGELIS","MCLEAN, JAMEL","PAPAPETROU, IOANNIS","STRELNIEKS, JANIS",8,2,4,3,1,4,6,0,7,2,3,0,2,1,9,1,OLY,5,394.0
"AGRAVANIS, DIMITRIOS","MANTZARIS, VANGELIS","MCLEAN, JAMEL","STRELNIEKS, JANIS","THOMPSON, HOLLIS",5,6,5,3,0,4,10,0,8,2,4,0,6,2,6,0,OLY,3,360.0
"ANDERSON, JAMES","ANDERSON, JAMES","JENKINS, CHARLES","SHVED, ALEXEY","TODOROVIC, MARKO",7,10,13,3,1,7,10,,12,0,1,3,6,0,4,6,KHI,9,582.0
"ANDERSON, JAMES","GILL, ANTHONY","HONEYCUTT, TYLER","SHVED, ALEXEY","THOMAS, MALCOLM",4,9,4,3,0,6,10,0,12,4,1,1,0,0,8,1,KHI,6,359.0
"ANDERSON, JAMES","GILL, ANTHONY","JENKINS, CHARLES","MARKOVIC, STEFAN","ROBINSON, THOMAS",6,8,4,2,2,5,8,0,6,2,4,1,2,0,4,3,KHI,3,359.0
"ANDERSON, JAMES","GILL, ANTHONY","JENKINS, CHARLES","ROBINSON, THOMAS","SHVED, ALEXEY",12,6,7,4,4,8,9,0,9,2,8,1,9,1,5,3,KHI,3,397.0
"ANDERSON, JAMES","GILL, ANTHONY","JENKINS, CHARLES","SHVED, ALEXEY","THOMAS, MALCOLM",59,73,95,47,13,68,87,0,94,11,38,10,44,3,63,32,KHI,49,4947.0
"ANDERSON, JAMES","GILL, ANTHONY","MARKOVIC, STEFAN","ROBINSON, THOMAS","SHVED, ALEXEY",27,14,15,13,5,18,19,1,30,4,21,5,11,3,25,6,KHI,12,1446.0
"ANDERSON, JAMES","GILL, ANTHONY","MARKOVIC, STEFAN","SHVED, ALEXEY","THOMAS, MALCOLM",38,48,38,19,4,41,30,0,40,4,18,2,29,4,39,14,KHI,24,2569.0
"ANDERSON, JAMES","GILL, ANTHONY","MARKOVIC, STEFAN","SHVED, ALEXEY","TODOROVIC, MARKO",3,13,8,6,1,12,11,0,11,1,8,1,4,0,12,3,KHI,3,644.0
"ANDERSON, JAMES","JENKINS, CHARLES","MARKOVIC, STEFAN","ROBINSON, THOMAS","ZUBKOV, ANDREY",10,8,4,0,1,3,3,0,8,3,2,1,8,0,5,2,KHI,3,391.0
"ANDERSON, JAMES","JENKINS, CHARLES","MONIA, SERGEY","SHVED, ALEXEY","THOMAS, MALCOLM",15,9,13,6,3,11,15,0,20,0,8,2,6,1,11,2,KHI,7,787.0
"ANDERSON, JAMES","JENKINS, CHARLES","MONIA, SERGEY","SHVED, ALEXEY","TODOROVIC, MARKO",4,9,3,5,0,5,10,0,8,1,2,1,1,0,9,1,KHI,2,387.0
"ANDERSON, JAMES","MARKOVIC, STEFAN","MONIA, SERGEY","SHVED, ALEXEY","THOMAS, MALCOLM",4,9,12,5,0,10,10,0,16,0,12,1,3,0,14,3,KHI,4,606.0
"ANTETOKOUNMPO, ATHANASIOS","CALATHES, NICK","GIST, JAMES","PAPPAS, NIKOS","SINGLETON, CHRIS",6,11,5,3,0,6,6,0,5,2,5,1,3,2,9,5,PAN,4,467.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","DENMON, MARCUS","GIST, JAMES","SINGLETON, CHRIS",15,11,10,11,2,15,22,0,14,2,4,2,11,1,12,4,PAN,11,897.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","GIST, JAMES","JAMES, MIKE","SINGLETON, CHRIS",11,34,14,8,0,24,23,0,27,8,13,3,8,2,26,11,PAN,12,1233.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","GIST, JAMES","LOJESKI, MATT","SINGLETON, CHRIS",36,47,22,14,6,41,40,2,42,11,24,2,17,4,36,18,PAN,18,2262.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","GIST, JAMES","PAPPAS, NIKOS","SINGLETON, CHRIS",4,8,11,2,0,7,9,0,10,1,6,0,4,1,8,1,PAN,7,434.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","GIST, JAMES","RIVERS, KC","SINGLETON, CHRIS",10,10,8,6,0,16,11,0,16,1,8,3,3,1,7,3,PAN,3,676.0
"ANTETOKOUNMPO, THANASIS","CALATHES, NICK","PAPPAS, NIKOS","RIVERS, KC","SINGLETON, CHRIS",5,6,4,4,2,10,7,0,12,2,10,2,3,1,10,1,PAN,3,409.0
"ANTETOKOUNMPO, THANASIS","GIST, JAMES","LEKAVICIUS, LUKAS","LOJESKI, MATT","SINGLETON, CHRIS",10,10,4,6,1,9,8,0,15,2,5,5,6,0,14,2,PAN,10,715.0
"ANTIC, PERO","BJELICA, MILKO","DANGUBIC, NEMANJA","FELDEINE, JAMES","ROCHESTIE, TAYLOR",9,15,12,5,1,10,12,0,15,3,19,0,7,0,19,6,RED,5,849.0
"ANTIC, PERO","BJELICA, MILKO","DOBRIC, OGNJEN","FELDEINE, JAMES","ROCHESTIE, TAYLOR",6,4,10,5,2,6,7,0,9,1,6,2,3,0,8,1,RED,2,384.0
"ANTIC, PERO","BJELICA, MILKO","DOBRIC, OGNJEN","LAZIC, BRANKO","ROCHESTIE, TAYLOR",2,1,8,4,0,4,9,0,2,0,0,0,4,0,0,0,RED,3,318.0
"ANTIC, PERO","BJELICA, MILKO","FELDEINE, JAMES","LAZIC, BRANKO","ROCHESTIE, TAYLOR",25,27,32,12,5,20,20,3,28,6,15,2,22,2,36,9,RED,11,1531.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","HUNTER, OTHELLO",7,5,2,5,1,5,4,0,9,2,8,1,5,0,12,3,CSK,5,384.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HIGGINS, CORY","RODRIGUEZ, SERGIO",7,9,4,5,0,5,7,0,9,2,2,1,4,0,8,2,CSK,1,467.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HINES, KYLE","KURBANOV, NIKITA",11,16,10,12,1,15,11,1,17,0,12,2,9,3,18,4,CSK,7,827.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HINES, KYLE","RODRIGUEZ, SERGIO",4,13,6,6,1,10,7,0,14,1,4,0,1,0,8,1,CSK,5,485.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HUNTER, OTHELLO","KURBANOV, NIKITA",8,10,3,1,2,6,6,0,7,0,4,1,6,0,7,2,CSK,4,352.0
"ANTONOV, SEMEN","CLYBURN, WILL","DE COLO, NANDO","HUNTER, OTHELLO","RODRIGUEZ, SERGIO",4,4,2,2,1,4,6,0,7,0,2,1,1,0,3,1,CSK,4,329.0
"ANTONOV, SEMEN","CLYBURN, WILL","HIGGINS, CORY","HINES, KYLE","RODRIGUEZ, SERGIO",5,7,3,4,0,5,3,1,6,1,7,1,2,0,9,3,CSK,3,340.0
"ANTONOV, SEMEN","CLYBURN, WILL","HIGGINS, CORY","HUNTER, OTHELLO","RODRIGUEZ, SERGIO",18,9,6,2,1,9,11,0,9,0,6,3,10,2,12,4,CSK,7,732.0
"ANTONOV, SEMEN","CLYBURN, WILL","HINES, KYLE","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",7,7,7,8,0,5,6,0,15,2,8,0,5,0,5,2,CSK,3,483.0
"ANTONOV, SEMEN","DE COLO, NANDO","HIGGINS, CORY","HINES, KYLE","KURBANOV, NIKITA",10,6,8,4,4,3,6,1,2,1,6,1,6,0,8,4,CSK,4,356.0
"ANTONOV, SEMEN","DE COLO, NANDO","HIGGINS, CORY","HINES, KYLE","RODRIGUEZ, SERGIO",3,6,1,2,0,8,4,0,9,3,6,0,2,0,6,2,CSK,1,305.0
"ANTONOV, SEMEN","DE COLO, NANDO","HINES, KYLE","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",6,4,1,6,3,7,6,0,8,0,2,1,0,1,2,1,CSK,4,330.0
"ANTONOV, SEMEN","DE COLO, NANDO","HUNTER, OTHELLO","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",9,5,3,4,2,6,4,0,10,2,4,2,5,0,5,5,CSK,2,349.0
"ANTONOV, SEMEN","HIGGINS, CORY","HINES, KYLE","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",17,24,15,11,3,23,19,1,22,2,10,4,11,1,18,8,CSK,12,1218.0
"ANTONOV, SEMEN","HIGGINS, CORY","HUNTER, OTHELLO","KURBANOV, NIKITA","RODRIGUEZ, SERGIO",11,16,10,6,1,10,14,0,13,2,9,1,12,0,17,6,CSK,7,850.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIAZ, ALBERTO","DIEZ, DANIEL","NEDOVIC, NEMANJA",13,8,10,3,0,8,11,0,8,0,4,0,7,2,6,2,MAL,2,593.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIAZ, ALBERTO","MILOSAVLJEVIC, DRAGAN","NEDOVIC, NEMANJA",12,25,13,11,0,16,12,0,27,4,9,3,8,0,21,5,MAL,10,1033.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIAZ, ALBERTO","MILOSAVLJEVIC, DRAGAN","SALIN, SASU",11,11,10,3,1,8,9,0,15,1,6,2,9,1,17,3,MAL,6,608.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIAZ, ALBERTO","NEDOVIC, NEMANJA","WACZYNSKI, ADAM",11,17,10,10,2,21,12,0,10,1,13,2,10,0,8,7,MAL,5,628.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIAZ, ALBERTO","SALIN, SASU","WACZYNSKI, ADAM",5,8,6,4,1,5,4,1,5,0,4,0,3,3,8,8,MAL,7,502.0
"AUGUSTINE, JAMES","BROOKS, JEFF","DIEZ, DANIEL","MCCALLUM, RAY","NEDOVIC, NEMANJA",31,26,14,14,4,24,11,1,27,2,2,1,22,0,11,4,MAL,6,1221.0
"AUGUSTINE, JAMES","BROOKS, JEFF","MCCALLUM, RAY","MILOSAVLJEVIC, DRAGAN","NEDOVIC, NEMANJA",26,36,22,9,0,26,18,0,30,5,10,6,20,3,25,7,MAL,17,1551.0
"AUGUSTINE, JAMES","BROOKS, JEFF","MCCALLUM, RAY","MILOSAVLJEVIC, DRAGAN","WACZYNSKI, ADAM",12,5,3,1,1,1,5,0,3,3,2,0,8,0,3,3,MAL,4,455.0
"AUGUSTINE, JAMES","BROOKS, JEFF","MCCALLUM, RAY","NEDOVIC, NEMANJA","WACZYNSKI, ADAM",21,25,14,12,7,20,19,0,22,5,10,1,16,0,17,10,MAL,14,1306.0
"AUGUSTINE, JAMES","DIAZ, ALBERTO","MILOSAVLJEVIC, DRAGAN","NEDOVIC, NEMANJA","SUAREZ, CARLOS",14,12,6,5,0,15,11,1,10,4,8,1,3,0,12,4,MAL,6,797.0
"AUGUSTINE, JAMES","DIAZ, ALBERTO","NEDOVIC, NEMANJA","SUAREZ, CARLOS","WACZYNSKI, ADAM",13,14,19,9,0,18,20,0,19,5,19,0,13,0,20,4,MAL,8,1072.0
"AUGUSTINE, JAMES","DIEZ, DANIEL","MCCALLUM, RAY","NEDOVIC, NEMANJA","SUAREZ, CARLOS",4,15,5,4,1,10,11,0,10,2,11,0,6,1,13,1,MAL,3,441.0
"AUGUSTINE, JAMES","DIEZ, DANIEL","MCCALLUM, RAY","SALIN, SASU","SUAREZ, CARLOS",6,11,1,0,1,8,6,0,4,1,0,0,4,0,7,2,MAL,2,320.0
"AUGUSTINE, JAMES","MCCALLUM, RAY","MILOSAVLJEVIC, DRAGAN","NEDOVIC, NEMANJA","SUAREZ, CARLOS",12,11,10,5,3,9,6,0,16,2,8,1,8,2,8,5,MAL,9,618.0
"AUGUSTINE, JAMES","MCCALLUM, RAY","MILOSAVLJEVIC, DRAGAN","SALIN, SASU","SUAREZ, CARLOS",23,28,16,17,5,29,18,1,34,3,16,4,18,1,20,11,MAL,10,1422.0
"AUGUSTINE, JAMES","MCCALLUM, RAY","NEDOVIC, NEMANJA","SUAREZ, CARLOS","WACZYNSKI, ADAM",15,18,9,11,2,19,13,0,25,5,13,2,7,0,14,1,MAL,4,871.0
"AUGUSTINE, JAMES","MCCALLUM, RAY","SALIN, SASU","SUAREZ, CARLOS","WACZYNSKI, ADAM",6,9,6,2,1,3,5,1,6,1,5,0,5,0,10,4,MAL,2,365.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","DONCIC, LUKA","MACIULIS, JONAS",4,1,6,4,1,4,6,0,6,1,9,0,1,0,6,2,MAD,0,317.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","DONCIC, LUKA","REYES, FELIPE",12,14,5,4,1,10,8,0,17,1,7,1,4,3,9,5,MAD,8,678.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","FERNANDEZ, RUDY","RANDOLPH, ANTHONY",3,6,5,2,0,7,1,0,5,1,1,0,2,0,5,1,MAD,1,305.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","FERNANDEZ, RUDY","THOMPKINS, TREY",9,10,5,4,1,10,5,0,13,1,3,2,4,0,5,2,MAD,2,477.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","RANDOLPH, ANTHONY","TAYLOR, JEFFERY",3,4,2,6,0,7,4,0,4,0,1,1,3,0,6,1,MAD,3,305.0
"AYON, GUSTAVO","CAMPAZZO, FACUNDO","CAUSEUR, FABIEN","REYES, FELIPE","TAYLOR, JEFFERY",4,9,7,1,0,5,9,0,9,1,2,1,4,0,7,1,MAD,2,397.0
"AYON, GUSTAVO","CARROLL, JAYCEE","DONCIC, LUKA","FERNANDEZ, RUDY","THOMPKINS, TREY",4,5,5,4,1,9,8,1,8,1,16,0,2,0,10,2,MAD,7,436.0
"AYON, GUSTAVO","CARROLL, JAYCEE","DONCIC, LUKA","REYES, FELIPE","TAYLOR, JEFFERY",5,4,4,5,0,8,3,1,9,4,10,1,5,0,11,2,MAD,3,316.0
"AYON, GUSTAVO","CAUSEUR, FABIEN","DONCIC, LUKA","RANDOLPH, ANTHONY","TAYLOR, JEFFERY",4,14,6,6,0,10,6,0,11,4,11,3,2,0,12,8,MAD,5,527.0
"AYON, GUSTAVO","CAUSEUR, FABIEN","DONCIC, LUKA","REYES, FELIPE","TAYLOR, JEFFERY",9,8,4,4,3,7,5,0,16,1,5,0,5,1,11,1,MAD,8,426.0
"AYON, GUSTAVO","CAUSEUR, FABIEN","DONCIC, LUKA","TAYLOR, JEFFERY","THOMPKINS, TREY",17,17,9,1,2,10,16,0,18,7,5,3,7,0,20,8,MAD,7,790.0
"BALBAY, DOGUS","DOELLMAN, JUSTIN","MCCOLLUM, ERRICK","MURIC, EDO","STIMAC, VLADIMIR",6,5,4,2,1,4,4,0,6,0,5,1,4,0,6,3,IST,0,312.0
"BALBAY, DOGUS","DUNSTON, BRYANT","MCCOLLUM, ERRICK","MOTUM, BROCK","WEEMS, SONNY",7,10,4,1,0,9,5,0,11,2,7,3,4,0,9,2,IST,6,492.0
"BALBAY, DOGUS","DUNSTON, BRYANT","MOTUM, BROCK","SIMON, KRUNOSLAV","WEEMS, SONNY",20,20,9,4,0,17,12,0,10,0,7,2,11,0,14,11,IST,7,820.0
"BATUK, BIRKAN","BROWN, DERRICK","DUNSTON, BRYANT","MCCOLLUM, ERRICK","WEEMS, SONNY",7,7,8,5,1,8,8,0,7,0,6,1,2,2,8,2,IST,6,514.0
"BEAUBOIS, RODRIGUE","DIOP, ILIMANE","GRANGER, JAYSON","SHENGELIA, TORNIKE","TIMMA, JANIS",6,16,4,3,2,10,12,0,10,0,7,0,3,3,7,1,BAS,9,613.0
"BEAUBOIS, RODRIGUE","GARINO, PATRICIO","GRANGER, JAYSON","POIRIER, VINCENT","VOIGTMANN, JOHANNES",8,7,3,5,0,7,3,0,12,0,7,2,3,1,7,2,BAS,5,364.0
"BEAUBOIS, RODRIGUE","GARINO, PATRICIO","GRANGER, JAYSON","SHENGELIA, TORNIKE","VOIGTMANN, JOHANNES",9,16,10,6,3,11,5,1,14,1,3,3,6,2,11,5,BAS,9,789.0
"BEAUBOIS, RODRIGUE","GARINO, PATRICIO","HUERTAS, MARCELINHO","POIRIER, VINCENT","VOIGTMANN, JOHANNES",4,7,4,2,0,3,6,0,5,0,8,0,1,0,7,2,BAS,0,335.0
"BEAUBOIS, RODRIGUE","GARINO, PATRICIO","HUERTAS, MARCELINHO","SHENGELIA, TORNIKE","VOIGTMANN, JOHANNES",2,11,4,5,0,8,5,0,9,4,10,0,2,0,11,1,BAS,5,611.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","JANNING, MATT","POIRIER, VINCENT","SHENGELIA, TORNIKE",11,19,10,7,1,15,12,0,19,2,6,4,7,0,15,4,BAS,6,638.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","JANNING, MATT","SHENGELIA, TORNIKE","VOIGTMANN, JOHANNES",6,7,8,6,0,11,7,0,11,2,5,0,6,1,10,2,BAS,5,665.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","MALMANIS, RINALDS","POIRIER, VINCENT","TIMMA, JANIS",6,8,6,2,0,9,9,0,8,2,2,0,5,0,8,1,BAS,4,360.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","POIRIER, VINCENT","SHENGELIA, TORNIKE","TIMMA, JANIS",7,11,12,5,0,12,9,0,18,1,9,0,8,1,12,3,BAS,8,660.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","POIRIER, VINCENT","TIMMA, JANIS","VOIGTMANN, JOHANNES",6,7,5,1,0,5,6,0,5,3,2,1,5,0,8,2,BAS,4,424.0
"BEAUBOIS, RODRIGUE","GRANGER, JAYSON","SHENGELIA, TORNIKE","TIMMA, JANIS","VOIGTMANN, JOHANNES",15,30,11,15,3,25,16,0,27,8,18,2,11,2,22,8,BAS,12,1351.0
"BEAUBOIS, RODRIGUE","HUERTAS, MARCELINHO","JANNING, MATT","POIRIER, VINCENT","SHENGELIA, TORNIKE",8,8,6,2,2,7,10,0,8,1,3,4,4,1,6,3,BAS,5,312.0
"BEAUBOIS, RODRIGUE","HUERTAS, MARCELINHO","JANNING, MATT","SHENGELIA, TORNIKE","VOIGTMANN, JOHANNES",10,12,7,4,1,10,12,1,10,3,15,2,4,0,15,4,BAS,11,838.0
"BEAUBOIS, RODRIGUE","HUERTAS, MARCELINHO","JONES, KEVIN","TIMMA, JANIS","VOIGTMANN, JOHANNES",9,5,4,8,2,11,7,0,10,1,1,0,1,0,2,2,BAS,3,443.0
"BEAUBOIS, RODRIGUE","HUERTAS, MARCELINHO","POIRIER, VINCENT","SHENGELIA, TORNIKE","TIMMA, JANIS",17,27,14,11,3,26,19,0,34,3,18,5,13,1,20,7,BAS,13,1304.0
"BEAUBOIS, RODRIGUE","HUERTAS, MARCELINHO","SHENGELIA, TORNIKE","TIMMA, JANIS","VOIGTMANN, JOHANNES",9,9,10,2,2,9,8,0,16,3,12,2,5,1,15,2,BAS,9,588.0
"BEAUBOIS, RODRIGUE","JANNING, MATT","POIRIER, VINCENT","SHENGELIA, TORNIKE","VILDOZA, LUCA",7,10,5,4,1,6,12,0,14,2,5,2,2,0,7,5,BAS,8,502.0
"BEAUBOIS, RODRIGUE","POIRIER, VINCENT","TIMMA, JANIS","VILDOZA, LUCA","VOIGTMANN, JOHANNES",3,4,3,4,0,3,4,0,4,2,0,0,3,0,2,1,BAS,4,330.0
"BERTANS, DAIRIS","CINCIARINI, ANDREA","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH",6,7,11,2,0,6,12,0,13,3,10,0,5,1,8,4,MIL,6,576.0
"BERTANS, DAIRIS","CINCIARINI, ANDREA","KUZMINSKAS, MINDAUGAS","MICOV, VLADIMIR","TARCZEWSKI, KALEB",8,6,4,6,1,10,9,0,6,1,7,2,3,1,9,2,MIL,5,442.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH",3,7,9,3,0,6,7,0,12,1,3,1,4,1,2,0,MIL,3,411.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","GUDAITIS, ARTURAS","KALNIETIS, MANTAS","M'BAYE, AMATH",2,5,3,2,1,3,8,0,2,4,4,1,2,0,5,1,MIL,1,326.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","GUDAITIS, ARTURAS","MICOV, VLADIMIR","THEODORE, JORDAN",8,7,12,2,2,8,10,1,7,4,11,0,4,0,11,3,MIL,5,601.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","M'BAYE, AMATH","TARCZEWSKI, KALEB","THEODORE, JORDAN",6,10,10,7,0,9,9,1,18,1,12,1,2,1,11,2,MIL,5,711.0
"BERTANS, DAIRIS","GOUDELOCK, ANDREW","MICOV, VLADIMIR","TARCZEWSKI, KALEB","THEODORE, JORDAN",7,7,8,2,1,4,4,0,8,4,12,1,5,1,14,3,MIL,3,400.0
"BERTANS, DAIRIS","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH","MICOV, VLADIMIR",7,6,9,1,1,2,9,0,7,3,4,1,5,0,14,3,MIL,5,534.0
"BERTANS, DAIRIS","GUDAITIS, ARTURAS","JERRELLS, CURTIS","M'BAYE, AMATH","THEODORE, JORDAN",7,7,2,5,0,10,6,0,7,4,7,0,2,1,7,1,MIL,5,484.0
"BERTANS, DAIRIS","JERRELLS, CURTIS","KALNIETIS, MANTAS","M'BAYE, AMATH","TARCZEWSKI, KALEB",6,6,6,3,2,6,7,0,9,0,7,1,3,0,8,3,MIL,3,389.0
"BERTANS, DAIRIS","JERRELLS, CURTIS","M'BAYE, AMATH","TARCZEWSKI, KALEB","THEODORE, JORDAN",5,10,8,2,0,10,9,0,12,5,9,0,3,0,12,4,MIL,4,415.0
"BERTANS, DAIRIS","M'BAYE, AMATH","MICOV, VLADIMIR","TARCZEWSKI, KALEB","THEODORE, JORDAN",13,8,7,5,1,8,8,0,8,0,2,1,6,0,8,0,MIL,5,619.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","DAVIDOVAC, DEJAN","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",6,5,2,3,0,6,7,0,3,0,4,0,4,0,8,1,RED,3,355.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",36,27,12,10,3,22,32,1,29,9,19,5,10,2,31,12,RED,16,1556.0
"BJELICA, MILKO","DANGUBIC, NEMANJA","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",16,16,13,10,3,20,15,0,21,3,9,2,12,0,16,3,RED,8,885.0
"BJELICA, MILKO","DAVIDOVAC, DEJAN","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",6,11,6,3,0,7,7,0,9,2,4,2,5,0,9,3,RED,1,417.0
"BJELICA, MILKO","DAVIDOVAC, DEJAN","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",13,17,12,5,3,15,24,1,15,1,9,3,5,0,17,7,RED,8,947.0
"BJELICA, MILKO","DOBRIC, OGNJEN","ENNIS, DYLAN","FELDEINE, JAMES","OMIC, ALEN",5,8,5,6,0,7,6,0,7,1,5,1,3,1,2,4,RED,3,336.0
"BJELICA, MILKO","DOBRIC, OGNJEN","FELDEINE, JAMES","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",9,8,2,4,1,5,7,2,3,1,3,0,3,2,12,2,RED,6,573.0
"BJELICA, MILKO","DOBRIC, OGNJEN","FELDEINE, JAMES","OMIC, ALEN","ROCHESTIE, TAYLOR",3,5,5,1,0,2,3,0,3,1,1,0,3,0,6,1,RED,4,302.0
"BJELICA, MILKO","DOBRIC, OGNJEN","LAZIC, BRANKO","LESSORT, MATHIAS","ROCHESTIE, TAYLOR",11,8,10,4,0,8,8,1,7,4,2,2,9,1,7,2,RED,6,620.0
"BJELICA, MILKO","ENNIS, DYLAN","FELDEINE, JAMES","LAZIC, BRANKO","OMIC, ALEN",6,5,3,5,0,6,7,0,3,0,0,1,3,0,1,2,RED,3,383.0
